,1,2,5,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
T(o),735,675,747,709,762,743,755,704,752,728,736,714,718,797,804,808,810,808,799,813,811,819,865,883,891,894,900,903,917,924,945
