,1,2,5,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
T(o),807,728,744,791,856,826,793,797,791,814,801,815,789,847,851,874,871,875,882,882,888,892,932,948,957,959,967,977,985,1003,1031
