,1,2,5,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
T(o),17,16,572,1015,551,991,1758,3014,3698,4028,6909,11800,14113,16583,12003,24133,26543,37683,50468,64793,92266,124446,120224,145084,165019,199544,222947,240054,234954,219383,191031
