,1,2,5,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
T(o),884,909,865,882,766,796,791,777,767,768,758,789,820,849,860,828,839,820,817,858,905,817,910,864,899,894,881,852,799,823,744
