,1,2,5,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
T(o),92,71,75,59,67,57,55,57,53,54,50,53,50,62,60,58,55,54,52,53,52,51,62,60,57,56,54,53,52,51,50
