,1,2,5,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
T(o),33,35,45,164,379,585,880,1929,1468,3119,2602,3415,4646,9327,12982,16986,19240,23457,29556,34154,38792,47787,92614,126728,163643,202833,239485,289322,341518,398889,451775
