,1,2,5,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
T(o),2960348,3017717,2979105,3014911,3057469,3018638,3035759,3052373,3039650,3031591,3021122,3045054,3053287,3031416,3034221,3024998,2982054,2962637,2857683,2890409,2820441,2775876,2435102,2174431,1941800,1718634,1583274,1421685,1340248,1331727,1424566
